participant,jatosid,prolificid,condition,aihuman,matrixnumber,matrixtype,togetheropposed,statvar,answer,finalanswer,rt
241,457784,5f68ec6d717b8c090ca23ee3,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,14238.90000000596
241,457784,5f68ec6d717b8c090ca23ee3,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,11514.0
241,457784,5f68ec6d717b8c090ca23ee3,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,12,0,43101.19999998808
241,457784,5f68ec6d717b8c090ca23ee3,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,12,12,9051.300000011921
241,457784,5f68ec6d717b8c090ca23ee3,NotOriginal Human StatVarL Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,1,12,12,21946.0
241,457784,5f68ec6d717b8c090ca23ee3,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,6604.100000023842
241,457784,5f68ec6d717b8c090ca23ee3,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,63964.80000001192
241,457784,5f68ec6d717b8c090ca23ee3,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,0,12,31130.90000000596
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,4,4,23843.70000000298
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,10,2,8155.600000008941
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,2545.2000000029802
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,9,3,2804.5
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,12,0,6402.70000000298
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,3,9,8085.5
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,3,3,6436.29999999702
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,7,7,11202.5
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,0,0,6525.5999999940395
242,457788,5d269fedf6dec40019b87a59,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,4,4,8323.79999999702
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,6,6,6086.100000008941
242,457788,5d269fedf6dec40019b87a59,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,12,0,1849.199999988079
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,10,10,11802.399999999907
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarR Matrix6 FAVvsP Together MoreCongruent,Human,6,3,1,2,0,12,5002.399999999907
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,1,11,1887.1000000000931
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,6,6,5514.300000000047
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,5,7,2015.9000000001397
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,6,6,2358.6999999999534
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,0,12,1840.6000000000931
243,457790,65cbacfa5c1ef8b850c91adc,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,1912.6000000000931
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,5,5,2113.6999999999534
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,4,4,2194.1999999999534
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,5,5,2507.1999999999534
243,457790,65cbacfa5c1ef8b850c91adc,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,4,8,3047.8000000000466
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,9,9,17953.399999976158
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,3,9,7586.900000035763
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,2,2,7329.399999976158
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,8,4,10134.0
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,6,6,3669.5
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,7,5,10636.099999964237
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,3,9,6269.5
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,8,8,7084.900000035763
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,2,10,2,14457.899999976158
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,3,3,6578.199999988079
244,457803,5dd06a074ad3e2149c884661,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,4,4,8153.800000011921
244,457803,5dd06a074ad3e2149c884661,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,2,2,7691.5
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,13548.5
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,10,2,7473.299999952316
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,0,0,11024.299999952316
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,11,11,11565.5
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,12,0,3897.899999856949
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,12,12,2053.5
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,0,0,4312.900000095367
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,6152.400000095367
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,7837.199999809265
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,0,0,4677.700000047684
245,457814,5ea1dc309315030c68262aa3,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,3537.5
245,457814,5ea1dc309315030c68262aa3,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,0,12,3021.5
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,0,0,20240.0
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,2,6,6,17994.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,4,8,5837.0
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,2,7,5,6663.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,8910.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,3,3,7259.0
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,6,6,7836.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,2,2,9407.0
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,4750.0
246,457811,6111a8e5c22c39a1c92edb70,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,1,7,7,4118.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,12,0,4964.0
246,457811,6111a8e5c22c39a1c92edb70,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,3,3,4074.0
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,10,2,21128.0
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarR Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,2,11,1,2810.2000000001863
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,6,6,1226.5
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,1,8,8,692.0
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,12,0,3552.2999999998137
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarL Matrix5 FAVvsP Opposed MoreCongruent,Human,5,3,2,1,9,9,1013.0
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,6,6,1019.5999999996275
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarL Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,1,9,9,712.5
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,2,6,6,916.5
247,457812,5fadeb340e10471fdeb5fbf5,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,11,11,1595.0
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed MoreCongruent,Human,3,2,2,1,11,11,1237.5
247,457812,5fadeb340e10471fdeb5fbf5,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,4,8,1092.1000000000931
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarL Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,1,0,0,82292.39999999851
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,1,6,6,5429.20000000298
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarR Matrix5 FAVvsP Opposed LessCongruent,Human,5,3,2,2,12,0,3652.7000000029802
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,Human,1,1,2,1,6,6,2380.0
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,Human,4,2,1,1,6,6,2154.7999999970198
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,Human,4,2,1,2,6,6,3251.39999999851
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,Human,3,2,2,2,5,7,4208.0
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarR Matrix2 FAVvsMJP Together MoreCongruent,Human,2,1,1,2,6,6,2245.0
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarL Matrix2 FAVvsMJP Together LessCongruent,Human,2,1,1,1,6,6,2453.10000000149
248,457829,5f920aa80a785011ef6906e3,NotOriginal Human StatVarL Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,1,0,0,7713.60000000149
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarR Matrix6 FAVvsP Together LessCongruent,Human,6,3,1,2,12,0,6968.5
248,457829,5f920aa80a785011ef6906e3,Original Human StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,Human,1,1,2,2,6,6,24428.89999999851
249,457906,5e706891c396cc64388ef760,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,12,0,12552.699999988079
249,457906,5e706891c396cc64388ef760,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,11,11,14185.20000000298
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,0,0,10360.59999999404
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,2,10,8299.10000000894
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,10,10,9506.10000000894
249,457906,5e706891c396cc64388ef760,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,2,10,9084.0
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,2,2,10,7092.20000000298
249,457906,5e706891c396cc64388ef760,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,1,1,8259.40000000596
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,2,11,1,8967.39999999106
249,457906,5e706891c396cc64388ef760,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,1,2,2,13483.29999999702
249,457906,5e706891c396cc64388ef760,Original AI StatVarL Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,1,11,11,8131.79999999702
249,457906,5e706891c396cc64388ef760,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,11,1,12064.70000000298
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,1,2,2,19040.5
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,6,6,16027.300000000745
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,4,8,13103.10000000149
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,4,4,9299.0
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,1,11,19063.099999997765
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,9,3,9889.199999999255
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,7,7,6091.10000000149
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,12,12,6905.199999999255
250,457913,5a20d95c336eb200013d41d7,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,0,0,3157.099999997765
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,2,6,6,8955.10000000149
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,2,1,11,5217.10000000149
250,457913,5a20d95c336eb200013d41d7,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,2,11,1,4387.0
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,0,0,12639.79999999702
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,2,0,12,7462.29999999702
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarL Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,1,12,12,5372.5
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,2,12,0,6589.79999999702
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,0,0,3221.2999999970198
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,12,0,5708.20000000298
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,0,12,4521.29999999702
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,2,12,0,3712.5
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,0,0,3744.7999999970198
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,1,0,0,6073.29999999702
251,457918,5de97f11f2ee840afd950ac1,Original AI StatVarR Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,2,12,0,2647.2000000029802
251,457918,5de97f11f2ee840afd950ac1,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,12,12,5589.5999999940395
252,457914,65deade191e8d312e0341b63,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,12,12,26942.89999961853
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,2,10,2,20533.299999713898
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,1,5,5,9255.199999809265
252,457914,65deade191e8d312e0341b63,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,10,2,24371.900000095367
252,457914,65deade191e8d312e0341b63,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,5,7,5007.900000095367
252,457914,65deade191e8d312e0341b63,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,9,9,16384.700000286102
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,2,6,6,26722.700000286102
252,457914,65deade191e8d312e0341b63,Original AI StatVarR Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,2,12,0,36058.09999990463
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed MoreCongruent,AI,1,1,2,1,10,10,25402.300000190735
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarL Matrix6 FAVvsP Together MoreCongruent,AI,6,3,1,1,0,0,17324.0
252,457914,65deade191e8d312e0341b63,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,5,7,22566.599999904633
252,457914,65deade191e8d312e0341b63,Original AI StatVarL Matrix2 FAVvsMJP Together MoreCongruent,AI,2,1,1,1,5,5,8548.599999904633
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,12,0,15994.599999904633
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,0,0,30741.60000014305
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,10,10,10687.799999952316
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,1,0,0,16106.899999856949
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,9,3,4369.899999856949
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,7,5,7596.299999952316
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,2,9,3,5259.200000047684
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,4,4,1561.5999999046326
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,7,7,1968.6000001430511
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,1,1,2627.199999809265
253,457919,60ff17abc7643585a08ee91c,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,2,9,3,1771.3000001907349
253,457919,60ff17abc7643585a08ee91c,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,5,7,2197.5
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,10,10,34852.80000001192
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,10,2,6922.899999976158
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,2,10,13532.599999964237
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,0,0,7945.599999964237
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,6,6,11368.599999964237
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,12,0,35763.5
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,1,1,7362.199999988079
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,2,3,9,6045.400000035763
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,1,7,7,3964.699999988079
254,457920,65bdaa4842494ba9f82fac54,Original AI StatVarL Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,1,11,11,3745.800000011921
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed MoreCongruent,AI,3,2,2,2,1,11,5667.300000011921
254,457920,65bdaa4842494ba9f82fac54,NotOriginal AI StatVarR Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,2,7,5,6952.599999964237
255,457926,610146061012e4b3c1cc546c,Original AI StatVarR Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,2,12,0,16445.5
255,457926,610146061012e4b3c1cc546c,Original AI StatVarR Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,2,0,12,5863.79999999702
255,457926,610146061012e4b3c1cc546c,NotOriginal AI StatVarL Matrix4 MDvsMIP/MJP Together MoreCongruent,AI,4,2,1,1,0,0,5914.4000000059605
255,457926,610146061012e4b3c1cc546c,Original AI StatVarL Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,1,0,0,7647.5999999940395
255,457926,610146061012e4b3c1cc546c,NotOriginal AI StatVarL Matrix1 FAVvsMJP Opposed LessCongruent,AI,1,1,2,1,12,12,5114.699999988079
255,457926,610146061012e4b3c1cc546c,NotOriginal AI StatVarL Matrix6 FAVvsP Together LessCongruent,AI,6,3,1,1,0,0,5062.79999999702
255,457926,610146061012e4b3c1cc546c,NotOriginal AI StatVarR Matrix3 MDvsMIP/MJP Opposed LessCongruent,AI,3,2,2,2,12,0,2815.2999999970198
255,457926,610146061012e4b3c1cc546c,Original AI StatVarL Matrix5 FAVvsP Opposed MoreCongruent,AI,5,3,2,1,12,12,3595.5999999940395
255,457926,610146061012e4b3c1cc546c,Original AI StatVarR Matrix4 MDvsMIP/MJP Together LessCongruent,AI,4,2,1,2,12,0,3914.0
255,457926,610146061012e4b3c1cc546c,NotOriginal AI StatVarR Matrix5 FAVvsP Opposed LessCongruent,AI,5,3,2,2,0,12,3980.8999999910593
255,457926,610146061012e4b3c1cc546c,Original AI StatVarL Matrix2 FAVvsMJP Together LessCongruent,AI,2,1,1,1,0,0,2646.9000000059605
